chr	start	end	Cluster	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	13745977	13746510	merged_1_13745977	21.7314443584002	-4.44334434011608	1.05643325354908	-4.20598681950677	2.59945383275903e-05	3.03645121778948e-05
1	7138123	7138949	merged_1_7138123	473.239532114115	-5.47060272837799	0.316104427271581	-17.3063148010829	4.21546980761697e-67	3.14894621079378e-66
2	7883608	7884063	merged_2_7883608	106.914282633845	-5.78795587943419	0.735220655134699	-7.87240652042587	3.47883595149396e-15	7.48904817644408e-15
2	5298395	5300932	merged_2_5298395	156.460654432329	-5.33083733296566	0.529854684037917	-10.0609421668983	8.22077985590802e-24	2.43165180099995e-23
1	16556670	16559294	merged_1_16556670	1140.18976627773	-5.49712794049831	0.220231295790468	-24.9607028863344	1.6341466509236e-137	2.86097285110277e-136
1	29769927	29770450	merged_1_29769927	84.0545809504458	-5.43483456558159	0.73674880407115	-7.37678098091183	1.62162443383043e-13	3.24425188261915e-13
1	17712681	17715501	merged_1_17712681	383.857359017376	-4.75076201431843	0.288408019546785	-16.4723644709462	5.7959970574522e-61	3.9488472843242e-60
5	11042119	11043176	merged_5_11042119	20.30710729592	-5.38881614062327	1.44190839598811	-3.73728050659587	0.000186021357026708	0.000203478552351332
2	1552199	1553672	merged_2_1552199	86.5586393470163	-3.58472642187881	0.415015963732349	-8.63756273286553	5.74249269028608e-18	1.39445139690168e-17
2	5541834	5542646	merged_2_5541834	171.649086115469	-4.43223011587639	0.377003211100842	-11.7564784207921	6.54058137852239e-32	2.44926315123944e-31
1	26031380	26032380	merged_1_26031380	3906.62545194871	-5.37336142134661	0.11379385293764	-47.2201378425181	0	0
5	14936385	14936909	merged_5_14936385	52.8863531630484	-5.77014706296507	1.06142601215446	-5.43622164605986	5.44222502232851e-08	7.91852309254232e-08
1	16699235	16699644	merged_1_16699235	108.593003085443	-3.93552439643206	0.42658428377718	-9.22566664103296	2.8180244586029e-20	7.43769898927057e-20
5	19418963	19419114	merged_5_19418963	146.048083692381	-7.25779763767714	1.02747605594745	-7.06371461959237	1.62109506090371e-12	3.09255793246419e-12
2	3565251	3565960	merged_2_3565251	27.3889246389473	-2.07403459363262	0.510241497121952	-4.06480971330504	4.80716656433509e-05	5.4840949659966e-05
1	9235938	9237233	merged_1_9235938	110.352841479742	-3.57104428622645	0.375037121859222	-9.52184218064398	1.70135878591069e-21	4.70546814282012e-21
3	12689847	12690685	merged_3_12689847	25.9572001057233	-7.20999884781193	1.46421317653892	-4.92414558435732	8.47297409168702e-07	1.12112230311154e-06
1	16455042	16456382	merged_1_16455042	147.342534935882	-3.01814383568096	0.277876289723588	-10.8614658655591	1.75902629822185e-27	5.8489545737328e-27
3	8949323	8949559	merged_3_8949323	124.977096234507	-8.0328144484571	1.41603602451665	-5.67274723903934	1.40525495379844e-08	2.13921503615063e-08
1	11421103	11421566	merged_1_11421103	202.33374178387	-7.13937798301471	0.839120606508734	-8.50816667787362	1.76705052711017e-17	4.20104735754344e-17
4	13536885	13538377	merged_4_13536885	181.992836193853	-4.71699756696086	0.400997172697631	-11.763169139643	6.04229182366471e-32	2.26463417191698e-31
2	1902835	1902953	merged_2_1902835	78.6614029395417	-5.33890144521787	0.747906310504952	-7.13846289331786	9.43803402058533e-13	1.81953932585804e-12
1	16300748	16303435	merged_1_16300748	188.327376695403	-3.03933910553522	0.245793914202548	-12.3653960896307	4.02223727122336e-35	1.62522504107082e-34
2	1353265	1353853	merged_2_1353265	326.491328117014	-5.8168479497245	0.424774961637537	-13.6939520335666	1.10340822401773e-42	5.35479955076573e-42
5	11100941	11101579	merged_5_11100941	19.3712646371176	-6.79091333641062	1.47543531686991	-4.60265066097057	4.17147596624572e-06	5.21454647838523e-06
5	15140001	15141586	merged_5_15140001	1124.58377382364	-3.85016583857435	0.152166489197993	-25.3023241770707	3.01153580325219e-141	5.49552189315612e-140
4	3419224	3419926	merged_4_3419224	10.211004432504	-4.35986090089225	1.46770482356396	-2.97052978970621	0.00297286571285833	0.00306991272990351
5	12127460	12130125	merged_5_12127460	139.630811893374	-4.43836602055593	0.429324687493815	-10.3380172392715	4.74248040313674e-25	1.46195404945874e-24
4	4291327	4292563	merged_4_4291327	29.4994386906145	-5.93138825750844	1.43173096942847	-4.14280921776538	3.43077334106852e-05	3.9663430870114e-05
1	2233769	2234546	merged_1_2233769	202.005820370065	-6.39341694102099	0.658561435013483	-9.70815568769236	2.78327530302026e-22	7.92473940811535e-22
5	2186850	2187587	merged_5_2186850	64.1693460024577	-5.45059202494422	0.867035244865423	-6.28647111778049	3.24763402601355e-10	5.47892672167992e-10
5	2188101	2188347	merged_5_2188101	12.0630813246244	-4.59565000847341	1.45983801129515	-3.14805476560801	0.00164360896792529	0.00171119440146596
3	14971680	14972950	merged_3_14971680	45.3671954242964	-5.55060062312083	1.04820362539832	-5.29534575976263	1.18791425138697e-07	1.68282432765188e-07
2	9121945	9126006	merged_2_9121945	912.604915642962	-5.55585949406181	0.234695362145906	-23.6726428816596	6.90090827850417e-124	1.05661480837026e-122
3	7419812	7422217	merged_3_7419812	5992.12320799815	-5.67725922843609	0.0968532883211172	-58.6171035268636	0	0
3	11939406	11941359	merged_3_11939406	80.529290964284	-3.58912689012883	0.430374745515412	-8.33953880316683	7.45808400102918e-17	1.7255488341437e-16
5	18063366	18063906	merged_5_18063366	618.405485707429	-6.63280302795733	0.4057322752393	-16.3477333028173	4.51463996489603e-60	3.0264462106645e-59
3	19776507	19776928	merged_3_19776507	45.1297483378095	-5.54283892810212	1.04745487795252	-5.29172095597743	1.21170677850675e-07	1.71521469368932e-07
1	13018431	13025251	merged_1_13018431	517.424054444695	-4.83134373812986	0.24957367064625	-19.3583871472479	1.73224495741122e-83	1.67252128798405e-82
3	22538991	22539303	merged_3_22538991	21.2653193037457	-6.92072235021768	1.46927968836607	-4.71028246358864	2.47373709766264e-06	3.14578440825234e-06
1	23876250	23876787	merged_1_23876250	9.03771468721468	-5.68406566191814	1.5092614642939	-3.76612389330261	0.000165801540344606	0.000182053834250914
2	8379597	8381759	merged_2_8379597	325.031581420914	-4.97608443211311	0.339641990443703	-14.650969468211	1.32807131186783e-48	7.24697875704176e-48
5	19671062	19672077	merged_5_19671062	98.6541890523608	-4.83981406592883	0.563962220991945	-8.5818054574935	9.3395498072529e-18	2.24893161001746e-17
1	8800612	8804392	merged_1_8800612	793.272923531667	-4.31306970064507	0.171388821799047	-25.1654084284571	9.58488865880979e-140	1.71758018653298e-138
3	5380126	5380491	merged_3_5380126	123.305213053843	-5.40266357550653	0.603371901590832	-8.95411861450961	3.42460488048753e-19	8.70653133105673e-19
4	5865250	5866498	merged_4_5865250	308.596474976969	-4.52727385019181	0.291456318700752	-15.5332842683713	2.06525988666046e-54	1.25979879366398e-53
3	13243085	13244286	merged_3_13243085	70.3228635382097	-4.56737494545789	0.612410606421474	-7.45802717583002	8.78275582007828e-14	1.77854585694432e-13
5	7700566	7701151	merged_5_7700566	107.940241867426	-6.22308783652226	0.844016286319413	-7.37318454322713	1.66599614288863e-13	3.33199228577726e-13
3	20875528	20875741	merged_3_20875528	121.931723980974	-5.15380354675195	0.560763502624206	-9.19069005495844	3.90329254065984e-20	1.02498069598248e-19
2	5164417	5164727	merged_2_5164417	15.1220020746636	-3.27085904198644	0.894957153444383	-3.65476607388189	0.000257416578483138	0.000278839224080278
5	4314562	4314880	merged_5_4314562	21.3298194364479	-4.42651496506542	1.06067404120716	-4.17330376071765	3.00214250524545e-05	3.48387476301602e-05
5	16604309	16604896	merged_5_16604309	83.0219622254912	-5.41503128105864	0.739327983054289	-7.32426122799821	2.40218353262816e-13	4.76459459530018e-13
3	13354205	13355766	merged_3_13354205	71.4287515141858	-4.59678746207993	0.614536998197897	-7.48008252645457	7.4275953488004e-14	1.50955432960697e-13
2	3618484	3619990	merged_2_3618484	779.813292872268	-4.21163726504045	0.16906714107419	-24.9110337956936	5.6499583019426e-137	9.81015630937622e-136
3	10320468	10320712	merged_3_10320468	32.7290437583227	-7.54373637490473	1.460134687024	-5.16646610887665	2.38561435454487e-07	3.30107791648145e-07
