chr	start	end	Cluster	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
4	272189	274438	merged_4_272189	14340.3671524754	-7.78364194093007	0.191951601618328	-40.55002341896	0	0
4	6125901	6132894	merged_4_6125901	832.640473252471	-5.31010193890358	0.252595913971632	-21.0221212822149	4.11620135626294e-98	6.52639867001592e-97
3	11779620	11780546	merged_3_11779620	86.6204331353451	-5.89075913157603	0.762301695060659	-7.72759547793906	1.09596959145434e-14	1.8974514350644e-14
4	8326657	8328576	merged_4_8326657	385.057516211741	-5.27241111785999	0.321346725888725	-16.4072345945908	1.69763731587422e-60	1.17266586186762e-59
3	12212720	12213543	merged_3_12212720	30.7717373876237	-4.34726917417088	0.822740537638786	-5.28388838922083	1.26470319796815e-07	1.53123057975968e-07
1	20475499	20477917	merged_1_20475499	95.5528184664404	-5.70535873915075	0.679205905108473	-8.40004289750627	4.46315565525996e-17	8.48931312375086e-17
5	13941862	13944972	merged_5_13941862	194.685310369003	-6.06041855032942	0.545075763954892	-11.1184883847284	1.01985257911629e-28	2.91236537764936e-28
5	11572369	11573710	merged_5_11572369	38.9857608784367	-5.13928628420152	0.907749062346234	-5.66157157014092	1.49992924173675e-08	1.91646104380704e-08
2	16467046	16467471	merged_2_16467046	505.155193783924	-7.44979337355176	0.555931364330501	-13.4005631837725	6.00060729708942e-41	2.46541305842308e-40
5	5907112	5907565	merged_5_5907112	248.115186810135	-6.08922974436472	0.493740148180104	-12.3328632820508	6.02664877014733e-35	2.08594921851702e-34
4	4529638	4530106	merged_4_4529638	26.0787941530035	-6.16045466498162	1.47987959220298	-4.16280804022105	3.14357632024357e-05	3.35657261956849e-05
3	12275545	12276757	merged_3_12275545	331.11786479639	-3.17440413509284	0.277082814925041	-11.4565175611905	2.18109345432341e-30	6.57019490385013e-30
4	1846287	1847563	merged_4_1846287	81.7893031492653	-4.60477107601793	0.565328863680516	-8.14529625471276	3.78354417045284e-16	6.94643032174242e-16
2	1866410	1866780	merged_2_1866410	57.5010181833319	-8.76399127580661	1.46555858927752	-5.97996650555404	2.23183506701655e-09	2.99289822730723e-09
2	583094	583380	merged_2_583094	100.900954138731	-5.78424678299155	0.763093859450896	-7.57999387801883	3.45571266442936e-14	5.88134838889595e-14
3	12549909	12552415	merged_3_12549909	94.3249401065003	-4.14899109789421	0.439468109119487	-9.44093783325273	3.69457611481245e-21	8.11552220262198e-21
1	16650145	16651913	merged_1_16650145	3330.9454966053	-8.3652462046372	0.309702089990628	-27.0106223851778	1.10889774641183e-160	5.62624276199067e-159
4	1287699	1290737	merged_4_1287699	1670.74865814562	-5.93288436229545	0.25729027081532	-23.0591088559039	1.19181949301165e-117	2.67704177093484e-116
1	21428118	21428514	merged_1_21428118	358.650542419627	-7.63327248565686	0.664389647282702	-11.48915025524	1.4957596029004e-30	4.52999478987018e-30
3	11169932	11170315	merged_3_11169932	66.1351418860007	-6.50807837970641	1.05289661030082	-6.1811181801098	6.36491441722108e-10	8.78860861579577e-10
